Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1625-2R7256-R.jpg","283-4184-ND","HV1625-2R7256-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 25F -10% +30% 2.7V T/H","14,173","4.94","0","1","Bulk","HV","Active","25 F","-10%, +30%","2.7 V","27mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.118"" (28.40mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-tv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton%20Bussmann/MFG_TV_Supercap_Hero.jpg","283-4669-ND","TV1325-3R0156-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 15F -10% +30% 3V T/H","6,254","5.01","0","1","Bulk","TV","Active","15 F","-10%, +30%","3 V","24mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","1.122"" (28.50mm)","-40°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1325-2R7156-R.JPG","283-4196-ND","HV1325-2R7156-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 15F -10% +30% 2.7V T/H","16,363","5.11","0","1","Bulk","HV","Active","15 F","-10%, +30%","2.7 V","30mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.512"" Dia (13.00mm)","1.118"" (28.40mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg","283-2809-ND","KR-5R5C474-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 470MF -20% +80% 5.5V T/H","337","5.16","0","1","Bulk","KR","Active","470 mF","-20%, +80%","5.5 V","50Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dz_e_p230-231.pdf","//media.digikey.com/photos/Elna%20America%20Photos/MFG_DZ%20SERIES%20radial.jpg","604-1035-ND","DZ-2R5D335T","Elna America","Elna America","CAP 3.3F -20% +80% 2.5V T/H","3,522","5.18","0","1","Bulk","DZ","Active","3.3 F","-20%, +80%","2.5 V","300mOhm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)","-25°C ~ 70°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11309-ND","SCMS22H255PRBB0","AVX Corporation","AVX Corporation","CAP 2.5F 0% +100% 6V T/H","2,915","5.24","0","1","Bulk","SCM","Active","2.5 F","0%, +100%","6 V","180mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.787"" L x 0.394"" W (20.00mm x 10.00mm)","0.925"" (23.50mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-10023-ND","SCMS22C255PRBA0","AVX Corporation","AVX Corporation","CAP 2.5F 0% +100% 5V T/H","1,539","5.31","0","1","Bulk","SCM","Active","2.5 F","0%, +100%","5 V","140mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.787"" L x 0.394"" W (20.00mm x 10.00mm)","0.925"" (23.50mm)","-40°C ~ 85°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/DGHx55Q5R5.jpg","1572-1766-ND","DGH355Q5R5","Illinois Capacitor","Illinois Capacitor","CAPACITOR 3.5F -10% +30% 5.5V TH","746","5.35","0","1","Bulk","DGH","Active","3.5 F","-10%, +30%","5.5 V","110mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.827"" L x 0.433"" W (21.00mm x 11.00mm)","1.102"" (28.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-tv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton%20Bussmann/MFG_TV_Supercap_Hero.jpg","283-4671-ND","TV1625-3R0256-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 25F -10% +30% 3V T/H","1,129","5.43","0","1","Bulk","TV","Active","25 F","-10%, +30%","3 V","18mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.650"" Dia (16.50mm)","1.122"" (28.50mm)","-40°C ~ 85°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11305-ND","SCMQ14H474PRBB0","AVX Corporation","AVX Corporation","CAP 470MF 0% +100% 6V T/H","1,474","5.75","0","1","Bulk","SCM","Active","470 mF","0%, +100%","6 V","500mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.354"" (9.00mm)","0.535"" L x 0.248"" W (13.60mm x 6.30mm)","0.610"" (15.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5V334-R.jpg","283-2814-ND","KR-5R5V334-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 330MF -20% +80% 5.5V T/H","174","5.75","0","1","Bulk","KR","Active","330 mF","-20%, +80%","5.5 V","50Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.492"" (12.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dh_e.pdf","//media.digikey.com/photos/Elna%20America%20Photos/ELNA%20AMERICA%20INC-SERIES-DB_DH-5R5D%2013.5D.jpg","604-1013-ND","DH-5R5D105T","Elna America","Elna America","CAP 1F -20% +80% 5.5V T/H","5,655","5.79","0","1","Bulk","DH","Active","1 F","-20%, +80%","5.5 V","30Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dh_e.pdf","//media.digikey.com/photos/Elna%20America%20Photos/ELNA%20AMERICA%20INC-SERIES-DB_DH-5R5D%2013.5D.jpg","604-1011-ND","DH-5R5D474T","Elna America","Elna America","CAP 470MF -20% +80% 5.5V T/H","787","5.79","0","1","Bulk","DH","Active","470 mF","-20%, +80%","5.5 V","50Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.374"" (9.50mm)","-25°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FT0H105ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FT0H474ZF.jpg","399-10810-ND","FT0H105ZF","KEMET","KEMET","CAP 1F -20% +80% 5.5V T/H","6,429","5.8","0","1","Bulk","FT","Active","1 F","-20%, +80%","5.5 V","3.5Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.512"" (13.00mm)","-40°C ~ 85°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/DGHx55Q5R5.jpg","1572-1769-ND","DGH505Q5R5","Illinois Capacitor","Illinois Capacitor","CAPACITOR 5F -10% +30% 5.5V TH","8,773","5.83","0","1","Bulk","DGH","Active","5 F","-10%, +30%","5.5 V","80mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.709"" (18.00mm)","1.024"" L x 0.512"" W (26.00mm x 13.00mm)","1.102"" (28.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FYD0H105ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FYD0H105ZF.jpg","399-10811-ND","FYD0H105ZF","KEMET","KEMET","CAP 1F -20% +80% 5.5V T/H","896","5.91","0","1","Bulk","FYD","Active","1 F","-20%, +80%","5.5 V","35Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.300"" (7.62mm)","0.846"" Dia (21.50mm)","0.630"" (16.00mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kw-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/KW-5R5C334-R.JPG","283-4151-ND","KW-5R5C334-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 330MF -20% +80% 5.5V T/H","2,051","6.14","0","1","Bulk","KW","Active","330 mF","-20%, +80%","5.5 V","50Ohm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.531"" Dia (13.50mm)","0.327"" (8.30mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FT0H474ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FT0H474ZF.jpg","399-10803-ND","FT0H474ZF","KEMET","KEMET","CAP 470MF -20% +80% 5.5V T/H","5,197","6.15","0","1","Bulk","FT","Active","470 mF","-20%, +80%","5.5 V","6.5Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.650"" Dia (16.50mm)","0.512"" (13.00mm)","-40°C ~ 85°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-SCMR18D105PRBB0-ND","SCMR18D105PRBB0","AVX Corporation","AVX Corporation","CAP 1F 0% +100% 5.4V T/H","608","6.17","0","1","Bulk","SCM","Active","1 F","0%, +100%","5.4 V","200mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","0.630"" L x 0.315"" W (16.00mm x 8.00mm)","0.768"" (19.50mm)","-40°C ~ 85°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-10019-ND","SCMT22C505PRBA0","AVX Corporation","AVX Corporation","CAP 5F 0% +100% 5V T/H","641","6.45","0","1","Bulk","SCM","Active","5 F","0%, +100%","5 V","100mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.709"" (18.00mm)","0.984"" L x 0.492"" W (25.00mm x 12.50mm)","0.925"" (23.50mm)","-40°C ~ 85°C"
"http://www.maxwell.com/images/documents/2_7_25F_ds_3001978_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0001%20P270%20T01.JPG","589-BCAP0025P270S01-ND","BCAP0025 P270 S01","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 25F -10% +20% 2.7V T/H","8,586","6.48","0","1","Bulk","ESHSR","Active","25 F","-10%, +20%","2.7 V","25mOhm","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5H474-R.jpg","283-2822-ND","KR-5R5H105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 5.5V T/H","7,774","6.91","0","1","Bulk","KR","Active","1 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.748"" Dia (19.00mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5V334-R.jpg","283-2816-ND","KR-5R5V105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 5.5V T/H","1,625","6.91","0","1","Bulk","KR","Active","1 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.748"" Dia (19.00mm)","0.768"" (19.50mm)","-25°C ~ 70°C"
"http://www.maxwell.com/images/documents/3V_25F_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BCAP000X.jpg","1182-1060-ND","BCAP0025 P300 X11","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 25F 3V THROUGH HOLE","2,725","6.93","0","1","Bulk","-","Active","25 F","-","3 V","22mOhm","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/XP_2_7_25F_ds_3001979_datasheet.pdf","-","1182-1050-ND","BCAP0025 P270 X01","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 25F -10% +20% 2.7V T/H","1,514","6.93","0","1","Bulk","-","Active","25 F","-10%, +20%","2.7 V","25mOhm","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg","283-2810-ND","KR-5R5C105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 5.5V T/H","4,534","6.94","0","1","Bulk","KR","Active","1 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.280"" (7.10mm)","-25°C ~ 70°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11316-ND","SCMR22L105SRBB0","AVX Corporation","AVX Corporation","CAP 1F -10% +30% 9V T/H","395","6.97","0","1","Bulk","SCM","Active","1 F","-10%, +30%","9 V","350mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.531"" (13.50mm)","0.945"" L x 0.315"" W (24.00mm x 8.00mm)","0.925"" (23.50mm)","-40°C ~ 65°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvl_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DVL%20SERIES.JPG","604-1162-2-ND,604-1162-1-ND,604-1162-6-ND","DVL-5R5D224T-R5","Elna America","Elna America","CAP 220MF -20% +80% 5.5V SMD","3,530","9.71","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DVL","Active","220 mF","-20%, +80%","5.5 V","45Ohm","1000 Hrs @ 85°C","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.413"" (10.50mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FC0H105ZFTBR44-SS.pdf","//media.digikey.com/photos/Kemet%20Photos/FC0H105ZFTBR44-SS.JPG","399-13097-2-ND,399-13097-1-ND,399-13097-6-ND","FC0H105ZFTBR44-SS","KEMET","KEMET","CAP 1F -20% +80% 5.5V SMD","1,346","9.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","1 F","-20%, +80%","5.5 V","7Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.827"" Dia (21.00mm)","0.413"" (10.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pm-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PM-5R0V105-R.JPG","283-3015-ND","PM-5R0V105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -20% +80% 5V T/H","2,853","7.16","0","1","Bulk","PM","Active","1 F","-20%, +80%","5 V","200mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.866"" (22.00mm)","-40°C ~ 60°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1635-2R7356-R.JPG","283-4192-ND","HV1635-2R7356-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 35F -10% +30% 2.7V T/H","3,200","7.51","0","1","Bulk","HV","Active","35 F","-10%, +30%","2.7 V","24mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.496"" (38.00mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11302-ND","SCMT22F505PRBA0","AVX Corporation","AVX Corporation","CAP 5F 0% +100% 5.5V T/H","878","7.51","0","1","Bulk","SCM","Active","5 F","0%, +100%","5.5 V","120mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.709"" (18.00mm)","0.984"" L x 0.492"" W (25.00mm x 12.50mm)","0.925"" (23.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/COOPERBUSSMANN-SERIES-KR-5R5C.jpg","283-2811-ND","KR-5R5C155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -20% +80% 5.5V T/H","4,367","7.59","0","1","Bulk","KR","Active","1.5 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.280"" (7.10mm)","-25°C ~ 70°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11310-ND","SCMS32H505PRBB0","AVX Corporation","AVX Corporation","CAP 5F 0% +100% 6V T/H","2,050","7.69","0","1","Bulk","SCM","Active","5 F","0%, +100%","6 V","120mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.787"" L x 0.394"" W (20.00mm x 10.00mm)","1.319"" (33.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/2_7_50F_datasheet_3001980_EN.pdf","-","1182-1045-ND","BCAP0050 P270 S01","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 50F -10% +20% 2.7V T/H","244","7.82","0","1","Bulk","ESHSR","Active","50 F","-10%, +20%","2.7 V","16mOhm","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11304-ND","SCMT32F755SRBA0","AVX Corporation","AVX Corporation","CAP 7.5F -10% +30% 5.5V T/H","3,463","8.22","0","1","Bulk","SCM","Active","7.5 F","-10%, +30%","5.5 V","90mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.709"" (18.00mm)","0.984"" L x 0.492"" W (25.00mm x 12.50mm)","1.319"" (33.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/5_0_1_5F_Module_ds_datasheet.pdf","//media.digikey.com/photos/NessCap%20Photos/EMHSR-0001C5-005R0.JPG","1182-BMOD0001P005B02-ND","BMOD0001 P005 B02","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 1.5F -10% +20% 5V T/H","31,032","8.23","0","1","Bulk","EMHSR","Active","1.5 F","-10%, +20%","5 V","143mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.347"" (8.80mm)","0.689"" L x 0.374"" W (17.50mm x 9.50mm)","0.906"" (23.00mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28409/196hvc.pdf","//media.digikey.com/Photos/Vishay%20BC%20Photos/MAL219691252E3.JPG","4699PHBK-ND","MAL219691252E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 15F -20% +80% 2.8V SMD","828","8.3","0","1","Tray","ENYCAP™ 196HVC","Active","15 F","-20%, +80%","2.8 V","1.2Ohm @ 1kHz","1000 Hrs @ 85°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.945"" L x 0.472"" W (24.00mm x 12.00mm)","0.150"" (3.80mm)","-20°C ~ 85°C"
"http://www.maxwell.com/images/documents/XP_2_7_50F_ds_3001958_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0050-P270-X01.jpg","1182-1051-ND","BCAP0050 P270 X01","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 50F -10% +20% 2.7V T/H","602","8.48","0","1","Bulk","-","Active","50 F","-10%, +20%","2.7 V","16mOhm","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/3V_50F_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BCAP000X.jpg","1182-1062-ND","BCAP0050 P300 X11","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 50F 3V THROUGH HOLE","482","8.48","0","1","Bulk","-","Active","50 F","-","3 V","13mOhm","-","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-100/22X45F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-100_22X45F.jpg","2085-TPL-100/22X45F-ND","TPL-100/22X45F","Tecate Group","Tecate Group","CAP 100F -10% +20% 2.7V T/H","6,110","8.64","0","1","Bulk","TPL","Active","100 F","-10%, +20%","2.7 V","10mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.374"" (9.50mm)","0.866"" Dia (22.00mm)","1.831"" (46.50mm)","-40°C ~ 85°C"
"http://www.maxwell.com/images/documents/5_0_2_5F_ds_3001961_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BMOD0002-P005-B02.jpg","1182-1052-ND","BMOD0002 P005 B02","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 2.5F -10% +20% 5V T/H","0","8.88","0","1","Bulk","BM","Active","2.5 F","-10%, +20%","5 V","85mOhm","-","PC Pins","Through Hole","Radial, Can","0.417"" (10.60mm)","0.846"" L x 0.472"" W (21.50mm x 12.00mm)","0.906"" (23.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5H474-R.jpg","283-2823-ND","KR-5R5H155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -20% +80% 5.5V T/H","4,060","9.1","0","1","Bulk","KR","Active","1.5 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.787"" (20.00mm)","0.748"" Dia (19.00mm)","0.256"" (6.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5V334-R.jpg","283-2817-ND","KR-5R5V155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -20% +80% 5.5V T/H","672","9.1","0","1","Bulk","KR","Active","1.5 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.748"" Dia (19.00mm)","0.768"" (19.50mm)","-25°C ~ 70°C"
"http://nichicon-us.com/english/products/pdfs/e-jum.pdf","//media.digikey.com/photos/Nichicon%20Photos/JUMT1226MHD.JPG","493-3296-ND","JUMT1226MHD","Nichicon","Nichicon","CAP 22F 20% 2.7V T/H","6,015","9.16","0","1","Bulk","EVerCAP® JUM","Active","22 F","±20%","2.7 V","200mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pm-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PM-5R0V155-R.JPG","283-2857-ND","PM-5R0V155-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1.5F -20% +80% 5V T/H","1,562","9.4","0","1","Bulk","PM","Active","1.5 F","-20%, +80%","5 V","100mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.209"" (5.30mm)","0.839"" L x 0.433"" W (21.30mm x 11.00mm)","0.906"" (23.00mm)","-40°C ~ 60°C"
